Hotel Name,Price (SAR),Rating,Reviews,Address,City,Check-in,Check-out,Search Area,Season_Type,Religious_Context,Latitude,Longitude,Stay_Duration,Price_Category
فندق الرحاب,371.0,3.8,1181.0,"Lat: 21.413779299999998, Lng: 39.8275522",Makkah,2026-05-20,2026-05-25,Hotels in Ajyad Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4137793,39.8275522,5,Mid-Range
Rayanat Ajyad Hotel,371.0,4.5,17.0,"Lat: 21.414977, Lng: 39.8302123",Makkah,2026-05-20,2026-05-25,Hotels in Ajyad Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.414977,39.8302123,5,Mid-Range
فندق انوار الضيافة,371.0,3.7,946.0,"Lat: 21.4205306, Lng: 39.830311699999996",Makkah,2026-05-20,2026-05-25,Hotels in Ajyad Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4205306,39.8303117,5,Mid-Range
مكارم أجياد مكة,371.0,4.7,29838.0,"Lat: 21.417142600000002, Lng: 39.828104",Makkah,2026-05-20,2026-05-25,Hotels in Ajyad Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4171426,39.828104,5,Mid-Range
فندق سنود أجياد | Snood Ajyad Hotel,371.0,3.7,1685.0,"Lat: 21.4204629, Lng: 39.8293088",Makkah,2026-05-20,2026-05-25,Hotels in Ajyad Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4204629,39.8293088,5,Mid-Range
فندق سجى اجياد,371.0,3.5,222.0,"Lat: 21.4156409, Lng: 39.8299375",Makkah,2026-05-20,2026-05-25,Hotels in Ajyad Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4156409,39.8299375,5,Mid-Range
هوليداي إن مكة العزيزية,371.0,4.0,10368.0,"Lat: 21.4163086, Lng: 39.860443",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4163086,39.860443,5,Mid-Range
فندق فيوليت,371.0,4.3,12753.0,"Lat: 21.4181556, Lng: 39.8535654",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4181556,39.8535654,5,Mid-Range
فندق بركة برهان,233.0,4.0,957.0,"Lat: 21.422550599999997, Lng: 39.8495631",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4225506,39.8495631,5,Budget
Verta Hotel Mahbas,371.0,4.3,707.0,"Lat: 21.420092, Lng: 39.84833400000001",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.420092,39.84833400000001,5,Mid-Range
منى كونكورد,371.0,3.9,3287.0,"Lat: 21.4150682, Lng: 39.862806899999995",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4150682,39.8628069,5,Mid-Range
غرف واجنحة خاصة مطلة على الكعبة بفندق فيرمنت برج الساعة,371.0,5.0,4.0,"Lat: 21.421071599999998, Lng: 39.8459929",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4210716,39.8459929,5,Mid-Range
Al Olayan Plaza Hotel فندق العليان بلازا,371.0,4.0,877.0,"Lat: 21.412913, Lng: 39.8650608",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.412913,39.8650608,5,Mid-Range
فندق سيف بلص 2 من اورفانا,371.0,4.7,710.0,"Lat: 21.423092399999998, Lng: 39.850193499999996",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4230924,39.8501935,5,Mid-Range
فندق القمة أطلس 1,371.0,4.1,107.0,"Lat: 21.416810899999998, Lng: 39.8545428",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4168109,39.8545428,5,Mid-Range
فندق قرطبة العزيزية,371.0,4.5,157.0,"Lat: 21.416309599999998, Lng: 39.8596874",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4163096,39.8596874,5,Mid-Range
فندق باب الملتزم كونكورد,371.0,4.1,2122.0,"Lat: 21.4222797, Lng: 39.8500766",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4222797,39.8500766,5,Mid-Range
فندق إيلاف بكة,371.0,4.1,11384.0,"Lat: 21.422549699999998, Lng: 39.849276499999995",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4225497,39.8492765,5,Mid-Range
فندق أصيل المسك,371.0,4.2,162.0,"Lat: 21.420702, Lng: 39.848203999999996",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.420702,39.848204,5,Mid-Range
لؤلؤة منى,371.0,3.0,10.0,"Lat: 21.4179285, Lng: 39.8577446",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4179285,39.8577446,5,Mid-Range
فندق هوسترا نسك شعائر,371.0,3.6,209.0,"Lat: 21.4187147, Lng: 39.8647244",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4187147,39.8647244,5,Mid-Range
أركان بكة,371.0,4.0,5765.0,"Lat: 21.4208172, Lng: 39.8499994",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4208172,39.8499994,5,Mid-Range
فندق ميدان,371.0,4.1,6457.0,"Lat: 21.4170786, Lng: 39.8546088",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4170786,39.8546088,5,Mid-Range
فندق سويتس المقام - Suites Almaqam Hotel,371.0,4.2,1605.0,"Lat: 21.4198247, Lng: 39.8649596",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4198247,39.8649596,5,Mid-Range
ضيافة الطلائع للشقق المخدومة - One-Bedroom Apartment,3299.0,4.1,0.0,"Lat: 21.422340393066406, Lng: 39.848140716552734",Makkah,2026-05-20,2026-05-25,Hotels in Aziziyah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.422340393066406,39.848140716552734,5,Luxury
Emaar Elite Hotel,371.0,4.2,1088.0,"Lat: 21.4093584, Lng: 39.8293463",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4093584,39.8293463,5,Mid-Range
لؤلؤة التوحيد,371.0,3.6,1726.0,"Lat: 21.4109415, Lng: 39.8194078",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4109415,39.8194078,5,Mid-Range
WEDAM AL MISFALAH HOTEL 6,371.0,4.1,83.0,"Lat: 21.4043936, Lng: 39.8177251",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4043936,39.8177251,5,Mid-Range
فندق الماسة بدر,371.0,4.5,5047.0,"Lat: 21.4131952, Lng: 39.8215761",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4131952,39.8215761,5,Mid-Range
Mila 1 Hotel,300.0,3.7,59.0,"Lat: 21.411993799999998, Lng: 39.822026",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4119938,39.822026,5,Budget
ميسان الملتقى,371.0,3.7,62.0,"Lat: 21.4043253, Lng: 39.8167575",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4043253,39.8167575,5,Mid-Range
فندق عبير الفضيله,371.0,3.9,567.0,"Lat: 21.405003699999998, Lng: 39.8172299",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4050037,39.8172299,5,Mid-Range
فندق سيف المجد,371.0,4.0,1974.0,"Lat: 21.4124269, Lng: 39.8246069",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4124269,39.8246069,5,Mid-Range
Emaar Dewan Al Sud,371.0,3.7,9.0,"Lat: 21.410600000000002, Lng: 39.82763",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4106,39.82763,5,Mid-Range
فندق برج الضيافة,371.0,3.9,427.0,"Lat: 21.4107651, Lng: 39.8225507",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4107651,39.8225507,5,Mid-Range
فندق اعمار المنار,371.0,4.3,1731.0,"Lat: 21.4133755, Lng: 39.821685699999996",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4133755,39.8216857,5,Mid-Range
Makarem Um Al Qura Hotel,371.0,4.3,11123.0,"Lat: 21.4023114, Lng: 39.8307328",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4023114,39.8307328,5,Mid-Range
فندق الأرض المتميزة بالمسفلة أمام الدفاع المدنى,371.0,3.8,857.0,"Lat: 21.410220799999998, Lng: 39.8228625",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4102208,39.8228625,5,Mid-Range
فندق الزائر بلازا,371.0,3.4,848.0,"Lat: 21.403618899999998, Lng: 39.8189036",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4036189,39.8189036,5,Mid-Range
Al Fajr Al Badea 1 Hotel,371.0,4.1,102.0,"Lat: 21.40662, Lng: 39.820499999999996",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.40662,39.8205,5,Mid-Range
فندق برج الحديقة الجديد,371.0,2.6,185.0,"Lat: 21.410205299999998, Lng: 39.8195415",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4102053,39.8195415,5,Mid-Range
نسائم الجوري,371.0,3.6,1518.0,"Lat: 21.407358199999997, Lng: 39.8298633",Makkah,2026-05-20,2026-05-25,Hotels in Al Misfalah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4073582,39.8298633,5,Mid-Range
كونراد جبل عمر مكة,371.0,4.7,15399.0,"Lat: 21.4193856, Lng: 39.8223985",Makkah,2026-05-20,2026-05-25,Hotels in Al Shubaikah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4193856,39.8223985,5,Mid-Range
فندق اعمار جراند,371.0,4.1,10325.0,"Lat: 21.4131301, Lng: 39.8219821",Makkah,2026-05-20,2026-05-25,Hotels in Al Shubaikah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4131301,39.8219821,5,Mid-Range
فندق أعمار الخليل,371.0,4.0,1439.0,"Lat: 21.4139408, Lng: 39.822314299999995",Makkah,2026-05-20,2026-05-25,Hotels in Al Shubaikah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4139408,39.8223143,5,Mid-Range
فندق العليان الخليل مكة,371.0,3.8,1353.0,"Lat: 21.4128075, Lng: 39.8214968",Makkah,2026-05-20,2026-05-25,Hotels in Al Shubaikah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4128075,39.8214968,5,Mid-Range
فندق إعمار أندلسية,371.0,4.1,2528.0,"Lat: 21.4149477, Lng: 39.822457199999995",Makkah,2026-05-20,2026-05-25,Hotels in Al Shubaikah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4149477,39.8224572,5,Mid-Range
فندق إعمار السلطان,371.0,3.9,2305.0,"Lat: 21.417296399999998, Lng: 39.8226672",Makkah,2026-05-20,2026-05-25,Hotels in Al Shubaikah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4172964,39.8226672,5,Mid-Range
فندق فلسطين مكة,371.0,4.1,8841.0,"Lat: 21.412087, Lng: 39.8211604",Makkah,2026-05-20,2026-05-25,Hotels in Al Shubaikah Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.412087,39.8211604,5,Mid-Range
فندق ميلينيوم مكة النسيم,371.0,4.3,13238.0,"Lat: 21.380888499999998, Lng: 39.8720317",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3808885,39.8720317,5,Mid-Range
Four Points by Sheraton Makkah Al Naseem,371.0,4.2,13926.0,"Lat: 21.3803482, Lng: 39.874021299999995",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3803482,39.8740213,5,Mid-Range
فندق كوبثورن مكة النسيم,371.0,4.2,1507.0,"Lat: 21.3808384, Lng: 39.8727707",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3808384,39.8727707,5,Mid-Range
بارك إن باي راديسون مكة النسيم,371.0,4.0,8196.0,"Lat: 21.381998199999998, Lng: 39.872478199999996",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3819982,39.8724782,5,Mid-Range
فندق زاد القمة النسيم مكة,371.0,4.0,377.0,"Lat: 21.3889298, Lng: 39.872906199999996",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3889298,39.8729062,5,Mid-Range
ابراج الهداية,371.0,4.0,3479.0,"Lat: 21.3895604, Lng: 39.8770743",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3895604,39.8770743,5,Mid-Range
فندق أبيات النسيم - Abyat Al- Naseem Hotel,371.0,3.6,226.0,"Lat: 21.37024, Lng: 39.882267",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.37024,39.882267,5,Mid-Range
نزل وريف المقام للإيواء السياحي | Warive Al Maqam Hotel,371.0,3.7,199.0,"Lat: 21.3853558, Lng: 39.8774771",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3853558,39.8774771,5,Mid-Range
Al Eairy Furnished Apartments Makkah 8,371.0,3.4,45.0,"Lat: 21.370016, Lng: 39.88261",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.370016,39.88261,5,Mid-Range
فندق مكان التميز,371.0,4.3,41.0,"Lat: 21.3908404, Lng: 39.873229699999996",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3908404,39.8732297,5,Mid-Range
فندق مساكن الجود,371.0,4.2,312.0,"Lat: 21.3689223, Lng: 39.877232299999996",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3689223,39.8772323,5,Mid-Range
Rowaa Makarem,371.0,4.1,0.0,"Lat: 21.396075, Lng: 39.868688999999996",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.396075,39.868689,5,Mid-Range
فندق مزايا الضيافة,371.0,4.0,68.0,"Lat: 21.388880399999998, Lng: 39.8744898",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3888804,39.8744898,5,Mid-Range
فندق اصول الجوهرة,371.0,3.7,143.0,"Lat: 21.3880209, Lng: 39.8732393",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3880209,39.8732393,5,Mid-Range
فندق الرحابة المكية,371.0,3.7,335.0,"Lat: 21.3928086, Lng: 39.870418699999995",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3928086,39.8704187,5,Mid-Range
"فندق ديار المشاعر "" الهداية """,371.0,4.2,282.0,"Lat: 21.390299, Lng: 39.8779608",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.390299,39.8779608,5,Mid-Range
فندق الأولين حياة,371.0,4.6,28.0,"Lat: 21.3686875, Lng: 39.8784375",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3686875,39.8784375,5,Mid-Range
فندق سمو المجد,371.0,4.5,220.0,"Lat: 21.3956372, Lng: 39.8763655",Makkah,2026-05-20,2026-05-25,Hotels in Al Naseem Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3956372,39.8763655,5,Mid-Range
أبراج مريديان مكة,371.0,4.2,13214.0,"Lat: 21.4027954, Lng: 39.826543199999996",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4027954,39.8265432,5,Mid-Range
فندق بودل اجياد مكة,371.0,4.3,351.0,"Lat: 21.400863599999997, Lng: 39.832756499999995",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4008636,39.8327565,5,Mid-Range
فندق لمار اجياد الاول برج ب,371.0,3.8,3525.0,"Lat: 21.4010023, Lng: 39.8308562",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4010023,39.8308562,5,Mid-Range
فندق البيرق,371.0,4.0,921.0,"Lat: 21.3866037, Lng: 39.8241008",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3866037,39.8241008,5,Mid-Range
فندق الجود,371.0,4.1,1070.0,"Lat: 21.3839604, Lng: 39.8264291",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3839604,39.8264291,5,Mid-Range
فندق الجاد كدي,371.0,4.3,198.0,"Lat: 21.3854851, Lng: 39.8310764",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3854851,39.8310764,5,Mid-Range
فندق رحاب المروة,371.0,3.9,528.0,"Lat: 21.4039678, Lng: 39.8305991",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4039678,39.8305991,5,Mid-Range
فندق أبراج القصواء,371.0,3.9,1384.0,"Lat: 21.4065074, Lng: 39.8300895",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4065074,39.8300895,5,Mid-Range
فندق الرحابة المكية ٣,194.0,3.8,38.0,"Lat: 21.3839066, Lng: 39.830763999999995",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3839066,39.830764,5,Budget
Al Olayan Palace Hotel,371.0,3.9,2350.0,"Lat: 21.4064419, Lng: 39.830307",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4064419,39.830307,5,Mid-Range
فندق روابي السلام,371.0,3.7,1179.0,"Lat: 21.4062917, Lng: 39.8336158",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4062917,39.8336158,5,Mid-Range
MASARAT ROYAL HOTEL فندق مسارات رويال,371.0,3.9,320.0,"Lat: 21.3866716, Lng: 39.8265489",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.3866716,39.8265489,5,Mid-Range
فندق درنف المسك,371.0,4.2,1003.0,"Lat: 21.400835, Lng: 39.832836",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.400835,39.832836,5,Mid-Range
Lamar Ajyad First Tower A Hotel فندق لمار اجياد الاول برج أ,58938.0,3.9,920.0,"Lat: 21.4008955, Lng: 39.8307664",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4008955,39.8307664,5,
فندق أراك أجياد السعوديه,371.0,3.8,1251.0,"Lat: 21.404713299999997, Lng: 39.8304889",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4047133,39.8304889,5,Mid-Range
فندق لؤلؤة اجياد ٢,371.0,3.7,90.0,"Lat: 21.406632, Lng: 39.8329087",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.406632,39.8329087,5,Mid-Range
الشرفات مكة,371.0,3.4,632.0,"Lat: 21.4021126, Lng: 39.8323853",Makkah,2026-05-20,2026-05-25,Hotels in Kudai Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4021126,39.8323853,5,Mid-Range
OYO 473 Rasiyat Al Safa Hotel,371.0,5.0,2.0,"Lat: 21.435699, Lng: 39.819148999999996",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.435699,39.819149,5,Mid-Range
Zaayir jarwal,371.0,4.9,7.0,"Lat: 21.4344721, Lng: 39.8143489",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4344721,39.8143489,5,Mid-Range
رمادا زاد التيسير,371.0,4.0,1040.0,"Lat: 21.4274988, Lng: 39.8146287",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4274988,39.8146287,5,Mid-Range
NOOR AL HIJAZ,371.0,5.0,4.0,"Lat: 21.427078599999998, Lng: 39.8176002",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4270786,39.8176002,5,Mid-Range
فندق راسيات الصفا,371.0,3.8,102.0,"Lat: 21.434697999999997, Lng: 39.8186179",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.434698,39.8186179,5,Mid-Range
درة الأحباب,371.0,3.8,143.0,"Lat: 21.4350136, Lng: 39.820754",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4350136,39.820754,5,Mid-Range
فندق تاج بارك,371.0,4.2,1356.0,"Lat: 21.4280818, Lng: 39.8151713",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4280818,39.8151713,5,Mid-Range
فندق الإباء,371.0,4.0,1919.0,"Lat: 21.4244292, Lng: 39.816535200000004",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4244292,39.8165352,5,Mid-Range
فندق اركان البيت جرول,371.0,4.1,33.0,"Lat: 21.4354443, Lng: 39.8158695",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4354443,39.8158695,5,Mid-Range
Hotel Alam Al Haya فندق عالم الحیاۃ الفندقية,371.0,3.6,23.0,"Lat: 21.428009199999998, Lng: 39.816027",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4280092,39.816027,5,Mid-Range
فندق جوهرة قريش 1,371.0,4.0,51.0,"Lat: 21.426438599999997, Lng: 39.8144639",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4264386,39.8144639,5,Mid-Range
Maysan el safa hotel,371.0,3.2,18.0,"Lat: 21.429445200000004, Lng: 39.8175483",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.429445200000004,39.8175483,5,Mid-Range
فندق أسكن,371.0,3.6,179.0,"Lat: 21.4295625, Lng: 39.8144375",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4295625,39.8144375,5,Mid-Range
فندق ديار الضيافة,371.0,3.7,442.0,"Lat: 21.4338156, Lng: 39.8147102",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4338156,39.8147102,5,Mid-Range
فندق وردة الوفاء,371.0,3.6,363.0,"Lat: 21.4274411, Lng: 39.816482199999996",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4274411,39.8164822,5,Mid-Range
فندق ديار الرشد,371.0,4.1,339.0,"Lat: 21.4358751, Lng: 39.8196339",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4358751,39.8196339,5,Mid-Range
Nawazi Watheer Hotel,371.0,3.8,4479.0,"Lat: 21.4289591, Lng: 39.8164879",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4289591,39.8164879,5,Mid-Range
دار الهدى جرول,371.0,3.6,105.0,"Lat: 21.4344449, Lng: 39.8177751",Makkah,2026-05-20,2026-05-25,Hotels in Jarwal Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4344449,39.8177751,5,Mid-Range
2-Bed Apartment with Shared Kitchen,173.0,4.1,0.0,"Lat: 24.45585060119629, Lng: 39.59376907348633",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.45585060119629,39.59376907348633,5,Budget
شقق دخيل بن نقا بن شنيشيل الرحيلي للشقق المخدومة - Large Double Room,259.0,4.8,8.0,"Lat: 24.457290649414062, Lng: 39.58855056762695",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.457290649414062,39.58855056762695,5,Budget
Yaqoot Al Madina Suites,361.0,4.1,112.0,"Lat: 24.464860916137695, Lng: 39.64215850830078",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.46486091613769,39.64215850830078,5,Mid-Range
غرفة شذا طيبة المخدومة Shaza Taibah Luxury Room,110.0,4.5,11.0,"Lat: 24.442142486572266, Lng: 39.610897064208984",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.442142486572266,39.61089706420898,5,Budget
Hafawah Suites - King Studio,351.0,4.7,8.0,"Lat: 24.486530303955078, Lng: 39.64794921875",Madinah,2026-05-20,2026-05-25,Hotels in Madinah,Pre-Hajj,Pre-Hajj booking increase period,24.48653030395508,39.64794921875,5,Mid-Range
